Meas, V1, V2, V3, V4
318, 0.023753945, -0.006706288, -0.005018097, 0.010336114
319, 0.022819549, -0.009475015, 0.024771187, 0.017219749
320, 0.012603800, 0.017465724, 0.005378093, 0.028816769
321, 0.010301566, 0.009736422, 0.021364939, -0.004075258
322, -0.001272563, 0.021759347, 0.014387384, 0.022957300
323, 0.012981109, -0.006481251, 0.005900388, 0.026321455
324, -0.010135267, 0.003058874, -0.015458537, 0.018415282
325, -0.007965225, 0.010811047, 0.029369799, 0.018912980
326, 0.002043354, 0.000648541, 0.014346617, 0.018527075
327, 0.006162815, 0.011573591, -0.002117866, -0.002238449
328, 0.001747726, 0.020386214, 0.016823167, 0.028492353
329, 0.026796282, 0.025882745, 0.009102497, 0.000335854
330, -0.015948223, -0.008853612, -0.010600323, -0.016630821
331, 0.020455019, -0.023779741, 0.001918780, -0.003341608
332, -0.012118200, 0.024584569, -0.011043346, -0.015558220
333, -0.019616956, -0.016685547, -0.025418355, 0.003302695
334, -0.023061008, -0.025585691, 0.012891989, 0.024104982
335, -0.003327805, 0.019452718, 0.019251138, -0.023328817
336, 0.015232817, 0.021097756, 0.013650721, -0.014361948
337, -0.002687203, -0.002426857, 0.012524473, 0.028074841
338, 0.019798710, 0.012465612, 0.016058861, 0.026828961
339, -0.020507066, -0.021400941, -0.018116539, -0.010109050
340, -0.002489427, 0.000648427, 0.001358418, 0.001239630
341, -0.003165498, -0.014358358, -0.016465354, -0.006901396
342, 0.011980709, -0.023077254, -0.010449328, -0.022819911
343, 0.001368021, 0.006210767, -0.016674231, 0.018134249
344, -0.026322027, -0.003720668, 0.017834367, 0.008013429
345, 0.016554336, 0.019985290, 0.020716790, -0.018452718
346, -0.010534612, 0.012888927, 0.027820212, 0.021241003
347, -0.006822062, -0.003770321, 0.021623790, -0.012869026
348, 0.001359608, -0.024045039, 0.023195018, -0.007234217
349, 0.005529273, 0.019402030, 0.005616183, -0.023019037
350, -0.020728631, 0.010558003, -0.020388966, -0.008468346
351, 0.001169543, 0.017504726, 0.000621573, 0.004939154
352, 0.026501295, 0.024767437, -0.005122855, -0.003545564
353, -0.002915257, 0.021307131, -0.026823745, 0.013209962
354, 0.004733993, -0.002947619, 0.026225827, -0.021333245
355, -0.013399810, -0.018160551, 0.013716126, 0.019705799
356, 0.022804383, -0.011734431, -0.022187573, -0.019834821
357, 0.008856985, -0.014188379, 0.024054668, -0.018578631
358, 0.012375640, -0.010267314, 0.018044407, -0.019010417
359, -0.025158603, -0.011643111, 0.014399258, -0.018186964
360, 0.004247303, 0.002967729, 0.010460720, 0.006264990
